,Answer,inn_act,novelty,inn_prod,size,climate,age,competition,technologe_acq,RD,market,novelty_tech,marketing_inn,organizational_inn,main_ag,Int_property,boss_experience,papers,wifi,MBA,passport,mortgage,green,Type
186,1,0.0,0.0,0.0,4.0,5.0,46.0,2,1,0.16,1,0.0,1.0,0,1.0,1,0,81,0,0,29.4,12.7,1,2
187,1,1.0,0.32,0.39,3.0,10.0,45.0,2,1,0.64,1,51.97,1.0,1,1.0,0,1,133,0,0,42.2,6.0,2,1
188,1,1.0,0.2,0.29,3.0,8.0,34.0,3,1,0.65,2,13.1,1.0,1,1.0,1,1,0,0,0,23.2,9.3,1,1
189,1,1.0,0.39,0.4,3.0,1.0,53.0,3,1,0.54,1,4.41,0.0,0,1.0,0,1,96,1,0,11.0,11.8,1,1
190,0,0.0,0.0,0.0,3.0,2.0,56.0,5,0,0.0,2,0.0,1.0,1,1.0,1,0,0,0,0,42.2,3.0,2,4
191,0,0.0,0.0,0.0,6.0,7.0,58.0,4,0,0.0,1,0.0,0.0,0,1.0,1,0,132,1,0,49.8,14.4,1,4
192,1,1.0,0.05,0.71,6.0,10.0,70.0,2,0,0.55,1,6.66,1.0,0,1.0,0,1,0,0,0,21.3,14.3,1,1
193,1,0.0,0.0,0.0,2.0,7.0,58.0,2,1,0.21,1,0.0,1.0,0,1.0,1,0,40,0,0,28.0,14.7,1,2
194,1,0.0,0.0,0.0,2.0,8.0,31.0,2,1,0.39,1,0.0,1.0,0,1.0,0,0,0,0,0,39.2,1.8,1,2
195,0,0.0,0.0,0.0,9.0,5.0,36.0,5,0,0.14,1,0.0,0.0,0,1.0,0,0,55,1,0,53.4,4.8,1,4
196,1,1.0,0.31,0.41,2.0,10.0,37.0,3,1,0.29,2,45.59,1.0,0,1.0,1,1,0,0,0,18.8,2.6,2,1
197,0,0.0,0.0,0.0,1.0,2.0,31.0,4,0,0.0,2,0.0,1.0,0,1.0,1,0,69,0,0,51.4,5.0,2,4
198,1,0.0,0.0,0.0,3.0,2.0,55.0,3,1,0.45,2,0.0,0.0,0,1.0,1,0,56,0,0,8.8,2.7,2,2
199,0,1.0,0.03,0.28,8.0,1.0,62.0,3,0,0.38,1,50.52,1.0,1,1.0,0,1,0,0,0,45.1,2.5,2,3
200,0,0.0,0.0,0.0,6.0,4.0,32.0,4,1,0.29,1,0.0,0.0,0,1.0,0,0,0,0,0,35.0,17.4,1,4
201,1,1.0,0.27,0.68,3.0,10.0,36.0,3,1,0.42,1,31.63,0.0,1,1.0,0,1,0,0,0,27.8,18.4,2,1
202,1,1.0,0.49,0.48,3.0,8.0,24.0,3,1,0.34,1,14.45,0.0,1,1.0,1,1,14,0,0,24.8,16.0,2,1
203,1,1.0,0.4,0.79,3.0,7.0,60.0,2,0,0.09,2,8.54,1.0,0,1.0,0,1,105,0,0,13.3,10.0,1,1
204,0,0.0,0.0,0.0,7.0,2.0,67.0,4,0,0.03,1,0.0,0.0,1,1.0,1,0,0,0,0,33.8,12.8,2,4
205,0,0.0,0.0,0.0,3.0,1.0,59.0,1,0,0.0,2,0.0,0.0,0,1.0,1,0,30,0,0,52.4,9.4,2,4
206,0,0.0,0.0,0.0,2.0,4.0,61.0,1,0,0.18,2,0.0,1.0,0,1.0,1,0,0,0,0,46.7,2.0,2,4
207,1,1.0,0.04,0.89,7.0,10.0,65.0,2,1,0.64,1,38.07,1.0,0,1.0,1,1,113,1,0,19.4,0.5,2,1
208,0,1.0,0.08,0.88,6.0,8.0,28.0,5,0,0.57,1,33.31,1.0,0,1.0,0,1,0,0,0,29.6,6.1,1,3
209,0,0.0,0.0,0.0,6.0,1.0,68.0,5,0,0.0,1,0.0,0.0,0,1.0,0,0,112,0,0,80.1,17.7,2,4
210,1,1.0,0.6,0.42,3.0,8.0,52.0,2,1,0.3,2,39.11,0.0,1,1.0,0,1,47,1,0,37.3,17.5,1,1
211,1,1.0,0.56,0.93,4.0,10.0,27.0,3,1,0.6,1,30.47,1.0,1,1.0,1,1,65,0,0,8.6,10.3,2,1
212,0,0.0,0.0,0.0,4.0,1.0,57.0,5,0,0.36,2,0.0,1.0,0,1.0,0,0,103,1,0,59.4,11.4,2,4
213,0,0.0,0.0,0.0,9.0,5.0,72.0,1,0,0.4,1,0.0,0.0,0,1.0,0,0,0,0,1,72.6,7.6,1,4
214,1,1.0,0.24,0.17,2.0,7.0,29.0,3,0,0.24,2,49.66,1.0,0,1.0,1,1,76,0,0,13.1,15.3,1,1
215,0,1.0,0.06,0.91,7.0,1.0,64.0,1,0,0.33,2,17.47,0.0,0,1.0,0,1,0,1,0,38.3,4.1,2,3
216,0,0.0,0.0,0.0,2.0,5.0,38.0,5,0,0.17,1,0.0,0.0,0,1.0,1,0,0,0,1,65.5,5.1,2,4
217,0,0.0,0.0,0.0,4.0,2.0,28.0,4,0,0.33,1,0.0,0.0,0,1.0,1,0,98,1,0,36.5,11.2,1,4
218,1,0.0,0.0,0.0,5.0,2.0,63.0,2,0,0.13,2,0.0,0.0,1,1.0,0,0,0,0,0,31.1,15.6,2,2
219,0,0.0,0.0,0.0,6.0,2.0,53.0,3,0,0.0,2,0.0,0.0,0,1.0,1,0,61,0,0,38.5,7.2,1,4
220,0,1.0,0.02,0.33,7.0,6.0,69.0,5,0,0.08,1,2.64,1.0,1,1.0,0,1,0,0,0,39.6,8.3,2,3
221,1,1.0,0.29,0.5,4.0,8.0,45.0,4,0,0.06,3,18.38,1.0,0,1.0,1,1,0,0,0,8.0,14.1,1,1
222,0,1.0,0.13,0.49,9.0,3.0,52.0,2,0,0.35,1,44.05,1.0,1,1.0,0,1,0,0,0,54.4,3.1,1,3
223,1,1.0,0.46,0.15,3.0,7.0,37.0,3,1,0.15,1,27.83,1.0,0,1.0,1,1,0,0,0,29.6,8.4,2,1
224,0,0.0,0.0,0.0,9.0,2.0,30.0,2,1,0.23,1,0.0,0.0,1,1.0,0,0,46,1,0,25.1,16.0,2,4
225,1,1.0,0.2,0.89,3.0,2.0,49.0,2,1,0.37,1,39.06,1.0,1,4.0,1,1,0,0,0,30.2,5.5,2,1
226,0,0.0,0.0,0.0,5.0,0.0,69.0,3,0,0.03,1,0.0,0.0,0,1.0,1,0,120,0,0,35.0,9.9,2,4
227,0,1.0,0.07,0.86,8.0,8.0,63.0,2,0,0.38,2,62.44,0.0,1,1.0,0,1,42,0,0,25.2,7.2,1,3
228,0,0.0,0.0,0.0,5.0,5.0,35.0,2,0,0.0,1,0.0,0.0,0,1.0,1,0,0,1,0,40.3,12.6,1,4
229,1,1.0,0.04,0.65,5.0,5.0,42.0,3,0,0.44,4,20.35,1.0,0,3.0,1,1,65,0,0,17.9,13.0,4,1
230,0,0.0,0.0,0.0,3.0,0.0,49.0,4,0,0.36,1,0.0,0.0,0,1.0,1,0,26,0,0,46.3,0.7,1,4
231,0,0.0,0.0,0.0,7.0,5.0,47.0,1,0,0.0,1,0.0,0.0,0,1.0,0,0,0,0,0,43.1,16.9,1,4
232,1,1.0,0.04,0.72,6.0,7.0,32.0,3,1,0.46,2,36.76,1.0,1,1.0,1,1,0,0,0,20.5,8.4,2,1
233,1,1.0,0.47,0.76,6.0,6.0,49.0,2,1,0.39,5,19.62,0.0,1,1.0,1,1,118,0,0,18.1,10.2,1,1
234,1,0.0,0.0,0.0,5.0,5.0,48.0,5,0,0.49,1,0.0,1.0,0,1.0,1,0,63,0,0,7.4,17.8,2,2
235,0,1.0,0.09,0.13,6.0,7.0,49.0,1,0,0.54,1,47.07,1.0,0,1.0,0,1,39,1,0,54.3,4.7,1,3
236,0,0.0,0.0,0.0,3.0,1.0,23.0,2,0,0.42,1,0.0,0.0,0,1.0,1,0,0,1,0,61.9,18.8,2,4
237,0,0.0,0.0,0.0,4.0,4.0,32.0,1,0,0.0,1,0.0,1.0,0,1.0,1,0,112,0,1,73.6,2.6,1,4
238,0,0.0,0.0,0.0,2.0,1.0,38.0,2,0,0.31,1,0.0,0.0,0,1.0,1,0,59,0,0,43.5,10.7,2,4
239,0,0.0,0.0,0.0,8.0,1.0,56.0,1,0,0.03,2,0.0,0.0,1,1.0,1,0,57,0,0,50.4,8.3,1,4
240,1,1.0,0.07,0.4,7.0,8.0,61.0,2,0,0.18,5,26.97,1.0,0,1.0,1,1,92,1,0,24.0,18.9,2,1
241,0,0.0,0.0,0.0,5.0,3.0,34.0,5,0,0.45,2,0.0,0.0,0,1.0,0,0,0,0,0,49.8,12.5,1,4
242,1,1.0,0.61,0.32,2.0,9.0,35.0,2,1,0.42,2,28.54,1.0,1,1.0,0,1,26,0,0,43.7,8.0,2,1
243,0,0.0,0.0,0.0,1.0,7.0,64.0,1,0,0.0,1,0.0,1.0,0,1.0,1,0,107,0,0,41.5,0.3,2,4
244,1,0.0,0.0,0.0,8.0,10.0,51.0,2,0,0.26,1,0.0,0.0,0,1.0,1,0,0,0,1,39.2,0.2,1,2
245,0,0.0,0.0,0.0,7.0,2.0,58.0,4,0,0.16,2,0.0,0.0,0,1.0,0,0,23,0,0,42.8,17.2,2,4
246,1,0.0,0.0,0.0,1.0,7.0,54.0,2,1,0.58,2,0.0,1.0,0,1.0,0,0,3,0,0,8.2,12.2,1,2
247,0,0.0,0.0,0.0,2.0,1.0,43.0,1,0,0.28,2,0.0,0.0,0,1.0,1,0,0,0,0,43.5,1.0,1,4
248,0,1.0,0.02,0.12,7.0,7.0,65.0,2,0,0.48,1,33.86,1.0,0,1.0,0,1,47,0,0,53.0,9.4,1,3
249,0,1.0,0.14,0.14,3.0,6.0,53.0,1,0,0.56,2,23.23,0.0,1,1.0,0,1,132,0,0,36.6,9.0,2,3
250,0,0.0,0.0,0.0,5.0,0.0,69.0,2,0,0.43,2,0.0,0.0,0,1.0,0,0,88,0,0,46.2,0.3,1,4
251,1,1.0,0.58,0.16,2.0,7.0,43.0,3,1,0.03,1,3.39,1.0,0,4.0,1,1,0,0,0,12.2,10.8,3,1
252,1,0.0,0.0,0.0,8.0,6.0,57.0,1,1,0.13,2,0.0,1.0,0,1.0,1,0,48,0,0,45.8,3.7,2,2
253,1,1.0,0.36,0.43,3.0,10.0,30.0,4,0,0.57,1,49.6,1.0,1,1.0,0,1,36,0,0,27.0,18.0,2,1
254,0,0.0,0.0,0.0,3.0,4.0,71.0,5,0,0.04,2,0.0,0.0,0,1.0,1,0,0,1,0,48.2,8.3,1,4
255,0,0.0,0.0,0.0,1.0,1.0,34.0,1,0,0.01,1,0.0,0.0,1,1.0,0,0,0,0,0,41.8,10.4,1,4
256,0,0.0,0.0,0.0,1.0,0.0,48.0,4,0,0.09,2,0.0,0.0,0,1.0,0,0,0,0,1,42.3,6.1,1,4
257,1,1.0,0.19,0.35,2.0,2.0,55.0,2,1,0.15,1,22.28,1.0,0,3.0,1,1,0,0,0,22.9,10.0,2,1
258,1,0.0,0.0,0.0,5.0,6.0,65.0,2,0,0.08,2,0.0,1.0,0,1.0,0,0,0,0,0,8.8,11.9,1,2
259,1,1.0,0.39,0.12,2.0,6.0,39.0,4,1,0.13,2,62.21,0.0,1,1.0,0,1,112,1,0,11.3,8.3,2,1
260,0,1.0,0.06,0.77,6.0,4.0,71.0,5,1,0.36,1,23.66,0.0,1,1.0,0,1,0,0,0,36.3,14.2,1,3
261,0,0.0,0.0,0.0,8.0,1.0,51.0,2,0,0.0,1,0.0,0.0,1,1.0,1,0,0,0,0,26.7,3.6,2,4
262,0,1.0,0.19,0.35,3.0,9.0,70.0,5,0,0.51,1,2.56,1.0,1,1.0,0,1,110,0,0,31.0,4.1,2,3
263,0,1.0,0.03,0.05,7.0,9.0,62.0,5,0,0.66,2,5.5,0.0,1,1.0,0,1,72,0,0,31.5,15.9,1,3
264,0,0.0,0.0,0.0,4.0,1.0,27.0,2,0,0.38,2,0.0,1.0,0,1.0,1,0,7,0,0,45.2,7.0,2,4
265,1,0.0,0.0,0.0,8.0,1.0,65.0,3,1,0.51,2,0.0,1.0,1,1.0,0,0,0,0,0,12.4,11.6,1,2
266,0,0.0,0.0,0.0,1.0,3.0,33.0,4,0,0.21,2,0.0,0.0,0,1.0,1,0,40,0,0,69.9,5.4,1,4
267,1,0.0,0.0,0.0,1.0,7.0,43.0,3,0,0.08,1,0.0,1.0,1,1.0,1,0,0,0,1,17.5,15.7,1,2
268,1,0.0,0.0,0.0,3.0,6.0,61.0,3,1,0.19,2,0.0,1.0,0,1.0,0,0,0,1,0,9.7,16.6,2,2
269,0,1.0,0.09,0.39,8.0,2.0,50.0,1,0,0.25,1,31.98,0.0,1,1.0,0,1,63,1,0,52.8,18.4,2,3
270,0,0.0,0.0,0.0,1.0,3.0,49.0,3,0,0.44,1,0.0,0.0,0,1.0,0,0,37,0,0,39.6,8.6,1,4
271,0,0.0,0.0,0.0,2.0,0.0,62.0,4,1,0.31,1,0.0,0.0,0,1.0,0,0,96,0,0,70.3,4.5,1,4
272,0,1.0,0.03,0.11,2.0,3.0,69.0,2,0,0.2,1,49.73,0.0,1,1.0,0,1,38,1,0,69.4,14.3,1,3
273,0,0.0,0.0,0.0,8.0,0.0,48.0,4,0,0.15,2,0.0,0.0,0,1.0,0,0,0,0,0,63.2,6.8,1,4
274,0,1.0,0.11,0.9,9.0,0.0,31.0,2,1,0.38,1,72.3,0.0,0,1.0,0,1,0,0,0,58.2,4.1,1,3
275,0,1.0,0.19,0.8,3.0,5.0,49.0,1,0,0.18,2,18.58,1.0,1,1.0,0,1,0,0,0,43.7,2.9,2,3
276,1,1.0,0.17,0.34,1.0,1.0,31.0,4,1,0.16,1,14.75,1.0,0,2.0,1,1,0,0,0,45.1,6.1,1,1
277,0,0.0,0.0,0.0,3.0,0.0,53.0,1,0,0.06,2,0.0,0.0,0,1.0,1,0,0,0,0,49.9,5.2,1,4
278,0,0.0,0.0,0.0,7.0,3.0,68.0,4,0,0.32,2,0.0,0.0,0,1.0,0,0,7,0,1,42.0,12.2,2,4
279,1,1.0,0.41,0.88,5.0,10.0,25.0,4,0,0.09,4,4.31,1.0,1,1.0,0,1,22,1,0,8.9,8.5,2,1
280,0,0.0,0.0,0.0,4.0,2.0,48.0,2,0,0.13,1,0.0,0.0,1,1.0,1,0,0,1,0,35.5,5.6,1,4
281,0,0.0,0.0,0.0,8.0,1.0,61.0,2,0,0.0,2,0.0,0.0,0,1.0,1,0,0,0,0,43.5,9.5,2,4
282,0,0.0,0.0,0.0,8.0,7.0,50.0,4,0,0.0,2,0.0,0.0,0,1.0,0,0,0,0,0,52.8,14.9,2,4
283,0,1.0,0.1,0.75,8.0,3.0,65.0,2,0,0.48,1,23.7,0.0,1,1.0,0,1,107,1,1,37.1,15.1,2,3
284,1,1.0,0.15,0.24,1.0,10.0,44.0,2,1,0.41,1,3.18,0.0,1,1.0,1,1,0,0,0,25.8,11.1,1,1
285,1,0.0,0.0,0.0,8.0,2.0,48.0,2,0,0.3,1,0.0,0.0,1,1.0,0,0,0,0,0,28.5,12.3,1,2
286,0,1.0,0.05,0.74,7.0,5.0,50.0,1,0,0.58,1,64.88,0.0,1,1.0,0,1,0,0,0,34.8,9.6,2,3
287,0,0.0,0.0,0.0,9.0,0.0,27.0,2,0,0.26,2,0.0,1.0,0,1.0,0,0,0,0,0,47.0,17.1,2,4
288,0,1.0,0.09,0.78,9.0,10.0,53.0,1,0,0.56,2,0.48,1.0,0,1.0,0,1,0,0,0,39.4,17.6,2,3
289,0,0.0,0.0,0.0,3.0,3.0,57.0,2,0,0.25,2,0.0,0.0,0,1.0,1,0,20,0,0,63.7,6.2,2,4
290,0,0.0,0.0,0.0,2.0,3.0,35.0,3,0,0.12,1,0.0,0.0,0,1.0,1,0,69,0,0,34.9,16.1,2,4
291,0,0.0,0.0,0.0,7.0,0.0,66.0,5,0,0.0,1,0.0,0.0,0,1.0,0,0,0,1,0,51.3,11.2,2,4
292,0,1.0,0.07,0.8,8.0,2.0,57.0,5,0,0.29,1,30.45,1.0,1,1.0,1,1,23,0,0,27.9,2.1,1,3
293,0,0.0,0.0,0.0,5.0,2.0,65.0,2,0,0.0,2,0.0,0.0,0,1.0,1,0,0,0,0,52.8,9.5,1,4
294,1,0.0,0.0,0.0,8.0,8.0,67.0,3,0,0.05,1,0.0,0.0,0,1.0,0,0,55,0,0,18.4,5.8,1,2
295,1,1.0,0.03,0.48,6.0,8.0,46.0,4,1,0.39,4,48.11,1.0,0,1.0,0,1,0,0,1,6.0,4.3,1,1
296,0,0.0,0.0,0.0,8.0,1.0,62.0,2,0,0.0,2,0.0,0.0,0,1.0,0,0,0,0,0,86.7,13.3,1,4
297,1,1.0,0.38,0.78,3.0,10.0,32.0,2,0,0.33,1,29.93,0.0,0,1.0,0,1,0,1,0,35.0,0.7,1,1
298,1,0.0,0.0,0.0,9.0,8.0,23.0,4,0,0.19,1,0.0,1.0,1,1.0,0,0,0,0,0,20.1,11.1,2,2
299,1,0.0,0.0,0.0,4.0,10.0,59.0,3,0,0.15,1,0.0,0.0,1,1.0,1,0,29,0,1,33.6,1.4,1,2
300,0,0.0,0.0,0.0,2.0,6.0,66.0,5,0,0.22,1,0.0,0.0,0,1.0,0,0,0,1,0,51.4,18.2,2,4
301,1,1.0,0.62,0.67,5.0,10.0,23.0,4,0,0.26,3,32.35,0.0,1,2.0,1,1,0,0,0,22.4,5.1,2,1
302,0,1.0,0.08,0.27,2.0,9.0,59.0,1,0,0.11,2,18.22,1.0,0,1.0,0,1,0,0,0,45.5,10.2,1,3
303,1,1.0,0.51,0.72,4.0,8.0,26.0,4,0,0.31,3,37.81,1.0,1,1.0,1,1,0,1,0,8.3,16.4,1,1
304,1,1.0,0.22,0.38,1.0,8.0,24.0,4,1,0.26,1,0.24,1.0,0,1.0,0,1,104,1,0,14.6,11.3,2,1
305,0,0.0,0.0,0.0,3.0,0.0,46.0,4,0,0.15,2,0.0,0.0,0,1.0,0,0,0,1,0,70.9,6.7,2,4
306,1,1.0,0.06,0.13,5.0,8.0,55.0,2,1,0.4,1,51.12,1.0,0,1.0,1,1,105,0,0,39.2,4.4,1,1
307,1,1.0,0.21,0.86,3.0,10.0,53.0,2,1,0.65,1,15.07,0.0,1,5.0,1,1,98,0,0,31.5,7.6,4,1
308,0,0.0,0.0,0.0,9.0,1.0,57.0,2,0,0.16,2,0.0,0.0,0,1.0,0,0,0,0,0,37.7,15.8,1,4
309,0,0.0,0.0,0.0,4.0,3.0,29.0,2,0,0.04,1,0.0,0.0,1,1.0,0,0,0,1,0,54.9,2.5,1,4
310,0,0.0,0.0,0.0,8.0,2.0,62.0,2,0,0.0,1,0.0,0.0,1,1.0,0,0,0,1,0,74.6,8.8,1,4
311,0,1.0,0.01,0.85,6.0,10.0,24.0,2,0,0.55,2,69.77,1.0,0,1.0,0,1,102,0,0,65.3,16.7,2,3
312,0,0.0,0.0,0.0,9.0,2.0,72.0,1,0,0.0,2,0.0,1.0,0,1.0,0,0,47,0,0,40.7,4.4,1,4
313,1,0.0,0.0,0.0,2.0,2.0,47.0,3,0,0.49,1,0.0,0.0,0,1.0,1,0,13,0,0,5.8,3.7,2,2
314,0,0.0,0.0,0.0,7.0,4.0,48.0,4,0,0.01,2,0.0,1.0,0,1.0,1,0,101,1,0,31.1,16.7,2,4
315,0,0.0,0.0,0.0,2.0,6.0,34.0,3,0,0.46,2,0.0,0.0,0,1.0,0,0,0,0,0,44.7,0.1,2,4
316,1,1.0,0.06,0.65,5.0,8.0,31.0,4,0,0.08,4,4.41,0.0,0,1.0,0,1,0,0,0,31.6,10.0,1,1
317,1,1.0,0.36,0.26,2.0,8.0,35.0,3,1,0.59,2,33.57,1.0,0,1.0,0,1,84,0,0,39.2,0.6,1,1
318,1,1.0,0.3,0.35,1.0,7.0,62.0,2,0,0.62,2,46.77,1.0,0,1.0,1,1,0,1,0,13.6,14.3,2,1
319,1,1.0,0.09,0.42,6.0,7.0,41.0,3,0,0.37,4,0.51,1.0,1,3.0,1,1,0,0,0,4.2,3.4,4,1
320,1,1.0,0.04,0.68,6.0,6.0,56.0,3,1,0.61,5,32.76,0.0,0,2.0,0,1,95,0,0,14.9,6.3,1,1
321,0,1.0,0.09,0.62,7.0,0.0,52.0,5,0,0.26,2,31.93,1.0,1,1.0,0,1,62,0,0,26.5,8.7,1,3
322,0,1.0,0.03,0.86,7.0,10.0,61.0,2,0,0.6,1,19.73,1.0,1,1.0,0,1,0,0,0,26.6,5.3,1,3
323,0,0.0,0.0,0.0,5.0,3.0,68.0,1,0,0.02,2,0.0,0.0,1,1.0,0,0,86,1,0,46.2,17.7,1,4
324,1,0.0,0.0,0.0,7.0,6.0,60.0,2,1,0.1,2,0.0,1.0,0,1.0,0,0,0,0,0,33.5,8.8,2,2
325,0,1.0,0.04,0.33,5.0,3.0,72.0,5,0,0.46,1,34.03,1.0,0,1.0,0,1,14,0,0,30.0,14.5,1,3
326,0,1.0,0.04,0.72,7.0,7.0,59.0,2,0,0.65,1,39.2,1.0,1,1.0,0,1,67,0,0,48.1,3.2,1,3
327,1,1.0,0.69,0.59,2.0,9.0,33.0,2,0,0.64,1,17.69,0.0,0,1.0,0,1,0,0,0,15.2,14.0,1,1
328,1,1.0,0.05,0.27,8.0,3.0,68.0,3,0,0.56,4,12.82,1.0,0,2.0,0,1,30,0,0,20.2,7.2,3,1
329,0,1.0,0.15,0.72,7.0,9.0,66.0,5,0,0.07,1,19.25,0.0,0,1.0,0,1,0,1,0,56.7,6.7,2,3
330,0,1.0,0.06,0.8,8.0,5.0,60.0,5,0,0.13,1,38.82,1.0,0,1.0,0,1,4,0,0,61.7,12.7,1,3
331,1,0.0,0.0,0.0,2.0,9.0,56.0,3,1,0.56,1,0.0,0.0,0,1.0,1,0,0,1,0,32.6,11.3,1,2
332,0,0.0,0.0,0.0,6.0,3.0,66.0,3,0,0.18,1,0.0,0.0,0,1.0,0,0,42,1,0,35.8,9.6,1,4
333,0,1.0,0.07,0.25,1.0,7.0,42.0,5,0,0.19,2,0.49,0.0,0,1.0,0,1,0,1,0,34.9,7.3,1,3
334,1,1.0,0.15,0.5,1.0,8.0,54.0,2,1,0.63,1,67.52,1.0,0,5.0,0,1,0,0,0,44.1,3.1,4,1
335,1,0.0,0.0,0.0,5.0,10.0,68.0,1,0,0.1,2,0.0,1.0,0,1.0,1,0,0,0,0,33.0,6.8,2,2
336,1,1.0,0.04,0.72,7.0,10.0,64.0,2,0,0.05,3,19.19,1.0,1,1.0,0,1,0,0,0,48.1,17.2,2,1
337,1,1.0,0.14,0.66,8.0,9.0,55.0,3,1,0.49,1,39.29,0.0,1,1.0,1,1,0,0,0,12.6,1.1,2,1
338,0,0.0,0.0,0.0,6.0,5.0,38.0,3,0,0.0,1,0.0,0.0,0,1.0,0,0,0,0,0,67.1,14.0,1,4
339,0,0.0,0.0,0.0,4.0,1.0,67.0,3,0,0.0,1,0.0,1.0,0,1.0,0,0,0,0,0,67.6,14.7,2,4
340,1,0.0,0.0,0.0,8.0,7.0,59.0,2,1,0.15,1,0.0,1.0,1,1.0,0,0,31,0,0,15.4,0.4,2,2
341,0,0.0,0.0,0.0,1.0,1.0,62.0,2,0,0.0,1,0.0,0.0,0,1.0,0,0,0,0,0,32.9,4.0,1,4
342,0,0.0,0.0,0.0,8.0,0.0,48.0,4,0,0.0,1,0.0,0.0,0,1.0,0,0,15,0,0,44.1,12.6,1,4
343,0,0.0,0.0,0.0,2.0,0.0,57.0,2,0,0.31,1,0.0,0.0,1,1.0,1,0,71,0,0,28.1,0.6,1,4
344,1,1.0,0.31,0.43,2.0,2.0,66.0,3,0,0.03,1,50.2,0.0,0,1.0,0,1,0,0,0,5.8,12.7,2,1
345,1,1.0,0.02,0.12,6.0,10.0,47.0,3,0,0.1,4,42.32,1.0,1,1.0,0,1,0,1,0,35.0,13.2,1,1
346,1,1.0,0.68,0.85,4.0,4.0,48.0,4,1,0.67,3,52.54,1.0,0,1.0,1,1,60,0,0,26.9,9.8,2,1
347,0,0.0,0.0,0.0,2.0,5.0,66.0,5,0,0.24,1,0.0,0.0,0,1.0,1,0,0,0,0,56.7,7.4,1,4
348,1,1.0,0.14,0.78,9.0,7.0,59.0,2,0,0.23,4,40.79,0.0,0,1.0,0,1,44,0,0,16.5,9.4,2,1
349,1,1.0,0.14,0.64,6.0,6.0,57.0,3,0,0.25,4,42.81,1.0,1,1.0,1,1,0,0,0,10.3,13.9,2,1
350,0,0.0,0.0,0.0,5.0,5.0,60.0,5,0,0.11,1,0.0,0.0,0,1.0,0,0,119,0,0,81.4,0.3,1,4
351,1,1.0,0.31,0.6,2.0,7.0,57.0,4,0,0.23,2,16.24,1.0,0,1.0,1,1,0,0,0,13.6,15.4,1,1
352,1,1.0,0.2,0.45,2.0,10.0,43.0,5,0,0.06,1,15.63,1.0,0,1.0,0,1,0,0,0,11.7,14.2,2,1
353,1,0.0,0.0,0.0,7.0,5.0,49.0,3,1,0.14,1,0.0,1.0,0,1.0,0,0,0,0,0,20.2,15.2,1,2
354,1,1.0,0.37,0.03,1.0,6.0,53.0,4,1,0.49,2,73.3,0.0,1,1.0,1,1,66,0,1,12.2,0.8,2,1
355,0,0.0,0.0,0.0,6.0,3.0,69.0,5,0,0.34,1,0.0,0.0,0,1.0,1,0,0,0,0,30.0,5.5,2,4
356,0,0.0,0.0,0.0,1.0,7.0,24.0,4,0,0.32,2,0.0,0.0,1,1.0,0,0,51,0,0,64.3,14.8,1,4
357,1,1.0,0.13,0.2,2.0,9.0,59.0,3,0,0.64,2,0.66,1.0,0,1.0,1,1,32,1,0,27.0,4.7,1,1
358,1,0.0,0.0,0.0,6.0,8.0,63.0,3,1,0.55,1,0.0,1.0,0,1.0,0,0,40,0,0,12.7,7.2,1,2
359,0,0.0,0.0,0.0,6.0,1.0,62.0,1,0,0.34,2,0.0,0.0,0,1.0,0,0,0,1,0,26.7,0.2,1,4
360,0,0.0,0.0,0.0,5.0,4.0,44.0,3,0,0.25,2,0.0,1.0,1,1.0,0,0,0,0,0,45.9,2.4,1,4
361,0,0.0,0.0,0.0,5.0,6.0,48.0,4,0,0.0,1,0.0,0.0,0,1.0,1,0,0,0,0,50.2,9.9,2,4
362,0,0.0,0.0,0.0,7.0,7.0,53.0,2,0,0.24,1,0.0,1.0,0,1.0,1,0,0,0,0,39.0,5.3,2,4
363,0,1.0,0.12,0.22,1.0,2.0,32.0,5,0,0.29,1,3.51,1.0,0,1.0,0,1,0,0,1,37.9,5.8,2,3
364,0,0.0,0.0,0.0,9.0,2.0,66.0,3,0,0.0,2,0.0,0.0,0,1.0,1,0,11,0,0,42.6,7.5,1,4
365,0,1.0,0.03,0.34,7.0,5.0,61.0,5,0,0.15,1,42.86,1.0,0,1.0,0,1,43,0,0,41.3,16.9,2,3
366,1,1.0,0.04,0.46,7.0,7.0,69.0,3,1,0.23,2,0.35,1.0,0,2.0,0,1,52,0,0,16.4,13.1,2,1
367,0,1.0,0.06,0.49,6.0,2.0,24.0,5,0,0.42,1,0.17,0.0,1,1.0,0,1,110,1,0,30.0,14.6,1,3
368,0,0.0,0.0,0.0,4.0,7.0,71.0,4,0,0.0,1,0.0,0.0,1,1.0,0,0,0,1,0,82.5,16.3,1,4
369,0,0.0,0.0,0.0,9.0,10.0,40.0,1,0,0.13,2,0.0,0.0,0,1.0,1,0,0,0,0,33.3,10.8,1,4
370,0,0.0,0.0,0.0,3.0,1.0,71.0,4,0,0.0,2,0.0,1.0,1,1.0,0,0,74,0,0,46.5,15.6,2,4
371,0,0.0,0.0,0.0,2.0,9.0,57.0,5,0,0.0,2,0.0,0.0,0,1.0,0,0,0,0,0,56.6,8.7,1,4
372,1,1.0,0.24,0.73,3.0,6.0,36.0,2,1,0.23,2,57.28,0.0,1,3.0,1,1,0,0,0,34.5,7.5,2,1
